s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol
 4.950E+02, 5.739E+02, 3.513E+02, 6.199E+02, 3.769E+02, 4.908E+02, 5.759E+02, 3.694E+02, 6.218E+02, 3.857E+02, 5.026E+02, 3.905E+01, 2.173E+01, 2.017E+01, 3.068E+01, 2.095E+01, 2.010E+01, 5.506E+02, 3.507E+02, 5.914E+02, 3.755E+02, 4.775E+02, 5.520E+02, 5.847E+02, 6.287E+02, 6.498E+02, 6.680E+02, 3.870E+02, 3.905E+02, 4.031E+02, 4.082E+02, 5.450E+02, 4.353E+02, 3.488E+02, 6.164E+02, 6.542E+02, 3.901E+02, 3.948E+02, 6.349E+02, 6.013E+02, 5.629E+02, 5.099E+02, 3.679E+02, 1.369E+02, 1.008E+02, 1.133E+02, 8.429E-02, 1.017E-01, 1.172E-01, 2.072E-01
 5.100E+02, 5.768E+02, 3.604E+02, 6.224E+02, 3.871E+02, 4.999E+02, 5.803E+02, 3.768E+02, 6.225E+02, 3.955E+02, 5.155E+02, 4.077E+01, 2.196E+01, 2.020E+01, 3.171E+01, 2.109E+01, 2.011E+01, 5.563E+02, 3.594E+02, 6.063E+02, 3.854E+02, 4.858E+02, 5.751E+02, 5.887E+02, 6.415E+02, 6.322E+02, 6.771E+02, 3.953E+02, 3.986E+02, 4.130E+02, 4.166E+02, 5.461E+02, 4.422E+02, 3.585E+02, 6.315E+02, 6.344E+02, 4.004E+02, 4.026E+02, 6.163E+02, 6.260E+02, 5.450E+02, 4.889E+02, 3.561E+02, 1.419E+02, 1.045E+02, 1.152E+02, 1.127E-01, 1.150E-01, 1.176E-01, 2.071E-01
 5.250E+02, 5.828E+02, 3.703E+02, 6.354E+02, 3.999E+02, 5.082E+02, 5.904E+02, 3.887E+02, 6.495E+02, 4.148E+02, 5.221E+02, 4.254E+01, 2.221E+01, 2.024E+01, 3.280E+01, 2.123E+01, 2.013E+01, 5.613E+02, 3.689E+02, 6.188E+02, 3.980E+02, 4.961E+02, 5.668E+02, 5.959E+02, 6.809E+02, 6.730E+02, 6.947E+02, 4.041E+02, 4.074E+02, 4.259E+02, 4.288E+02, 5.529E+02, 4.515E+02, 3.690E+02, 6.579E+02, 6.680E+02, 4.208E+02, 4.210E+02, 6.631E+02, 6.608E+02, 5.460E+02, 5.310E+02, 3.770E+02, 1.548E+02, 1.102E+02, 1.213E+02, 9.580E-02, 1.119E-01, 1.102E-01, 2.062E-01
 5.400E+02, 5.932E+02, 3.801E+02, 6.383E+02, 4.111E+02, 5.190E+02, 6.045E+02, 3.954E+02, 6.395E+02, 4.153E+02, 5.363E+02, 4.438E+01, 2.248E+01, 2.027E+01, 3.394E+01, 2.138E+01, 2.015E+01, 5.687E+02, 3.784E+02, 6.360E+02, 4.093E+02, 5.048E+02, 5.829E+02, 6.099E+02, 6.367E+02, 6.709E+02, 6.519E+02, 4.130E+02, 4.167E+02, 4.372E+02, 4.387E+02, 5.612E+02, 4.655E+02, 3.791E+02, 6.437E+02, 6.562E+02, 4.215E+02, 4.236E+02, 6.645E+02, 6.797E+02, 5.529E+02, 5.419E+02, 3.813E+02, 1.658E+02, 1.123E+02, 1.223E+02, 1.101E-01, 1.091E-01, 1.255E-01, 2.066E-01
 5.550E+02, 6.016E+02, 3.867E+02, 6.506E+02, 4.159E+02, 5.270E+02, 6.041E+02, 3.963E+02, 6.610E+02, 4.161E+02, 5.308E+02, 4.627E+01, 2.277E+01, 2.032E+01, 3.512E+01, 2.155E+01, 2.017E+01, 5.682E+02, 3.857E+02, 6.261E+02, 4.148E+02, 5.065E+02, 5.677E+02, 6.113E+02, 6.424E+02, 6.862E+02, 6.680E+02, 4.184E+02, 4.232E+02, 4.389E+02, 4.442E+02, 5.646E+02, 4.717E+02, 3.872E+02, 6.337E+02, 6.889E+02, 4.203E+02, 4.284E+02, 6.363E+02, 6.400E+02, 5.798E+02, 5.721E+02, 3.784E+02, 1.525E+02, 1.104E+02, 1.216E+02, 8.403E-02, 8.156E-02, 1.087E-01, 2.065E-01
 5.700E+02, 5.999E+02, 3.928E+02, 6.607E+02, 4.238E+02, 5.271E+02, 5.930E+02, 4.034E+02, 6.737E+02, 4.312E+02, 5.351E+02, 4.821E+01, 2.307E+01, 2.036E+01, 3.635E+01, 2.172E+01, 2.020E+01, 5.710E+02, 3.917E+02, 6.432E+02, 4.227E+02, 5.124E+02, 5.845E+02, 6.062E+02, 6.754E+02, 6.947E+02, 6.720E+02, 4.247E+02, 4.284E+02, 4.466E+02, 4.523E+02, 5.641E+02, 4.732E+02, 3.932E+02, 6.740E+02, 6.956E+02, 4.350E+02, 4.396E+02, 7.181E+02, 6.867E+02, 6.069E+02, 5.665E+02, 4.117E+02, 1.659E+02, 1.156E+02, 1.253E+02, 6.050E-02, 8.236E-02, 1.037E-01, 2.055E-01
 5.850E+02, 6.011E+02, 4.012E+02, 6.720E+02, 4.358E+02, 5.393E+02, 6.103E+02, 4.158E+02, 6.803E+02, 4.457E+02, 5.586E+02, 5.021E+01, 2.340E+01, 2.041E+01, 3.763E+01, 2.191E+01, 2.023E+01, 5.810E+02, 3.999E+02, 6.563E+02, 4.333E+02, 5.209E+02, 5.816E+02, 6.229E+02, 6.712E+02, 7.047E+02, 6.759E+02, 4.321E+02, 4.362E+02, 4.568E+02, 4.641E+02, 5.689E+02, 4.866E+02, 4.011E+02, 6.720E+02, 7.067E+02, 4.462E+02, 4.555E+02, 7.139E+02, 7.029E+02, 6.143E+02, 5.765E+02, 3.752E+02, 1.761E+02, 1.208E+02, 1.318E+02, 8.599E-02, 8.415E-02, 1.072E-01, 2.062E-01
 6.000E+02, 6.115E+02, 4.098E+02, 6.714E+02, 4.433E+02, 5.421E+02, 6.200E+02, 4.222E+02, 6.659E+02, 4.448E+02, 5.482E+02, 5.225E+01, 2.374E+01, 2.047E+01, 3.895E+01, 2.212E+01, 2.026E+01, 5.865E+02, 4.076E+02, 6.586E+02, 4.406E+02, 5.277E+02, 6.017E+02, 6.369E+02, 6.721E+02, 6.942E+02, 7.022E+02, 4.386E+02, 4.448E+02, 4.628E+02, 4.707E+02, 5.758E+02, 5.001E+02, 4.098E+02, 6.691E+02, 6.989E+02, 4.491E+02, 4.548E+02, 7.057E+02, 6.864E+02, 5.925E+02, 5.892E+02, 4.734E+02, 1.718E+02, 1.226E+02, 1.340E+02, 7.424E-02, 9.293E-02, 1.085E-01, 2.050E-01
 6.150E+02, 6.194E+02, 4.180E+02, 6.833E+02, 4.506E+02, 5.540E+02, 6.323E+02, 4.326E+02, 7.026E+02, 4.567E+02, 5.772E+02, 5.434E+01, 2.411E+01, 2.053E+01, 4.031E+01, 2.234E+01, 2.029E+01, 5.977E+02, 4.159E+02, 6.629E+02, 4.471E+02, 5.323E+02, 6.100E+02, 6.529E+02, 6.574E+02, 7.304E+02, 6.903E+02, 4.469E+02, 4.545E+02, 4.691E+02, 4.779E+02, 5.880E+02, 5.099E+02, 4.186E+02, 6.727E+02, 7.219E+02, 4.565E+02, 4.673E+02, 6.916E+02, 6.903E+02, 5.918E+02, 5.684E+02, 5.321E+02, 1.726E+02, 1.248E+02, 1.366E+02, 8.994E-02, 8.412E-02, 1.069E-01, 2.036E-01
 6.300E+02, 6.368E+02, 4.281E+02, 7.063E+02, 4.591E+02, 5.616E+02, 6.549E+02, 4.423E+02, 7.229E+02, 4.632E+02, 5.694E+02, 5.648E+01, 2.449E+01, 2.059E+01, 4.172E+01, 2.257E+01, 2.033E+01, 6.028E+02, 4.252E+02, 6.580E+02, 4.548E+02, 5.380E+02, 6.083E+02, 6.621E+02, 6.682E+02, 7.309E+02, 7.005E+02, 4.559E+02, 4.658E+02, 4.755E+02, 4.875E+02, 5.970E+02, 5.187E+02, 4.295E+02, 6.644E+02, 7.346E+02, 4.645E+02, 4.758E+02, 6.846E+02, 6.862E+02, 6.078E+02, 5.725E+02, 4.875E+02, 1.756E+02, 1.281E+02, 1.409E+02, 1.013E-01, 9.586E-02, 8.190E-02, 2.047E-01
 6.450E+02, 6.379E+02, 4.369E+02, 7.108E+02, 4.700E+02, 5.688E+02, 6.352E+02, 4.501E+02, 7.195E+02, 4.811E+02, 5.877E+02, 5.866E+01, 2.490E+01, 2.066E+01, 4.317E+01, 2.281E+01, 2.037E+01, 6.099E+02, 4.335E+02, 6.753E+02, 4.654E+02, 5.497E+02, 6.196E+02, 6.394E+02, 6.894E+02, 7.537E+02, 6.897E+02, 4.654E+02, 4.725E+02, 4.861E+02, 4.974E+02, 6.018E+02, 5.246E+02, 4.381E+02, 6.917E+02, 7.381E+02, 4.811E+02, 4.893E+02, 7.625E+02, 7.499E+02, 6.074E+02, 5.528E+02, 4.550E+02, 1.905E+02, 1.350E+02, 1.470E+02, 7.266E-02, 1.015E-01, 1.150E-01, 2.051E-01
 6.600E+02, 6.410E+02, 4.438E+02, 7.189E+02, 4.803E+02, 5.781E+02, 6.473E+02, 4.542E+02, 7.229E+02, 4.853E+02, 5.910E+02, 6.088E+01, 2.532E+01, 2.074E+01, 4.467E+01, 2.307E+01, 2.042E+01, 6.095E+02, 4.410E+02, 6.751E+02, 4.743E+02, 5.528E+02, 6.042E+02, 6.532E+02, 6.777E+02, 7.542E+02, 6.913E+02, 4.719E+02, 4.797E+02, 4.941E+02, 5.073E+02, 6.032E+02, 5.308E+02, 4.457E+02, 6.839E+02, 7.500E+02, 4.826E+02, 4.980E+02, 7.381E+02, 7.169E+02, 6.062E+02, 5.872E+02, 4.481E+02, 1.885E+02, 1.380E+02, 1.495E+02, 8.739E-02, 9.663E-02, 9.880E-02, 2.051E-01
 6.750E+02, 6.438E+02, 4.487E+02, 7.163E+02, 4.833E+02, 5.791E+02, 6.465E+02, 4.567E+02, 7.082E+02, 4.823E+02, 5.830E+02, 6.314E+01, 2.577E+01, 2.082E+01, 4.620E+01, 2.334E+01, 2.046E+01, 6.059E+02, 4.462E+02, 6.745E+02, 4.790E+02, 5.586E+02, 6.176E+02, 6.585E+02, 7.198E+02, 7.150E+02, 7.167E+02, 4.752E+02, 4.845E+02, 4.980E+02, 5.097E+02, 6.023E+02, 5.355E+02, 4.499E+02, 6.930E+02, 7.282E+02, 4.875E+02, 4.930E+02, 7.188E+02, 6.960E+02, 6.156E+02, 5.952E+02, 4.735E+02, 1.966E+02, 1.390E+02, 1.503E+02, 8.839E-02, 9.264E-02, 1.049E-01, 2.054E-01
 6.900E+02, 6.498E+02, 4.562E+02, 7.198E+02, 4.907E+02, 5.832E+02, 6.614E+02, 4.692E+02, 7.384E+02, 4.990E+02, 6.046E+02, 6.543E+01, 2.623E+01, 2.090E+01, 4.777E+01, 2.363E+01, 2.051E+01, 6.186E+02, 4.525E+02, 6.905E+02, 4.870E+02, 5.695E+02, 6.421E+02, 6.721E+02, 7.141E+02, 7.663E+02, 7.096E+02, 4.828E+02, 4.898E+02, 5.063E+02, 5.158E+02, 6.141E+02, 5.419E+02, 4.562E+02, 7.106E+02, 7.517E+02, 5.006E+02, 5.088E+02, 7.167E+02, 7.014E+02, 6.357E+02, 5.553E+02, 4.799E+02, 2.137E+02, 1.430E+02, 1.549E+02, 7.476E-02, 8.152E-02, 8.950E-02, 2.047E-01
 7.050E+02, 6.592E+02, 4.650E+02, 7.423E+02, 5.006E+02, 5.953E+02, 6.688E+02, 4.781E+02, 7.602E+02, 5.065E+02, 6.114E+02, 6.776E+01, 2.672E+01, 2.100E+01, 4.938E+01, 2.394E+01, 2.057E+01, 6.235E+02, 4.610E+02, 6.894E+02, 4.951E+02, 5.750E+02, 6.370E+02, 6.869E+02, 7.001E+02, 7.827E+02, 7.128E+02, 4.900E+02, 4.996E+02, 5.139E+02, 5.273E+02, 6.243E+02, 5.532E+02, 4.664E+02, 7.015E+02, 7.790E+02, 5.042E+02, 5.196E+02, 7.439E+02, 7.491E+02, 6.529E+02, 6.466E+02, 4.785E+02, 2.165E+02, 1.477E+02, 1.604E+02, 6.579E-02, 7.796E-02, 8.060E-02, 2.063E-01
 7.200E+02, 6.563E+02, 4.710E+02, 7.432E+02, 5.079E+02, 5.949E+02, 6.493E+02, 4.789E+02, 7.419E+02, 5.151E+02, 5.994E+02, 7.012E+01, 2.723E+01, 2.110E+01, 5.103E+01, 2.425E+01, 2.063E+01, 6.242E+02, 4.679E+02, 7.038E+02, 5.030E+02, 5.803E+02, 6.335E+02, 6.642E+02, 7.674E+02, 7.551E+02, 7.111E+02, 4.968E+02, 5.037E+02, 5.223E+02, 5.331E+02, 6.289E+02, 5.561E+02, 4.724E+02, 7.467E+02, 7.710E+02, 5.182E+02, 5.217E+02, 7.892E+02, 7.504E+02, 6.590E+02, 7.104E+02, 4.960E+02, 2.304E+02, 1.519E+02, 1.618E+02, 5.496E-02, 7.288E-02, 6.761E-02, 2.062E-01
 7.350E+02, 6.508E+02, 4.756E+02, 7.368E+02, 5.164E+02, 5.964E+02, 6.539E+02, 4.840E+02, 7.383E+02, 5.215E+02, 6.094E+02, 7.251E+01, 2.775E+01, 2.120E+01, 5.271E+01, 2.459E+01, 2.069E+01, 6.342E+02, 4.731E+02, 7.284E+02, 5.134E+02, 5.857E+02, 6.509E+02, 6.618E+02, 7.413E+02, 7.628E+02, 7.063E+02, 5.022E+02, 5.062E+02, 5.349E+02, 5.389E+02, 6.322E+02, 5.598E+02, 4.764E+02, 7.444E+02, 7.581E+02, 5.255E+02, 5.295E+02, 7.821E+02, 7.661E+02, 6.438E+02, 6.073E+02, 4.877E+02, 2.269E+02, 1.565E+02, 1.680E+02, 8.939E-02, 1.078E-01, 1.065E-01, 2.067E-01
 7.500E+02, 6.580E+02, 4.809E+02, 7.380E+02, 5.204E+02, 6.013E+02, 6.693E+02, 4.892E+02, 7.361E+02, 5.199E+02, 6.113E+02, 7.493E+01, 2.830E+01, 2.132E+01, 5.442E+01, 2.493E+01, 2.076E+01, 6.397E+02, 4.784E+02, 7.168E+02, 5.168E+02, 5.877E+02, 6.495E+02, 6.814E+02, 7.544E+02, 7.515E+02, 7.258E+02, 5.058E+02, 5.116E+02, 5.359E+02, 5.427E+02, 6.430E+02, 5.670E+02, 4.826E+02, 7.320E+02, 7.589E+02, 5.229E+02, 5.303E+02, 7.646E+02, 7.620E+02, 6.263E+02, 6.078E+02, 5.257E+02, 2.145E+02, 1.557E+02, 1.666E+02, 7.077E-02, 9.053E-02, 1.067E-01, 2.055E-01
 7.650E+02, 6.574E+02, 4.853E+02, 7.276E+02, 5.221E+02, 6.008E+02, 6.537E+02, 4.937E+02, 7.259E+02, 5.225E+02, 6.097E+02, 7.737E+01, 2.887E+01, 2.143E+01, 5.618E+01, 2.530E+01, 2.083E+01, 6.505E+02, 4.828E+02, 7.303E+02, 5.197E+02, 5.942E+02, 6.785E+02, 6.632E+02, 7.726E+02, 7.273E+02, 7.258E+02, 5.111E+02, 5.138E+02, 5.393E+02, 5.422E+02, 6.478E+02, 5.655E+02, 4.853E+02, 7.579E+02, 7.392E+02, 5.328E+02, 5.294E+02, 8.017E+02, 7.787E+02, 6.272E+02, 6.040E+02, 4.965E+02, 2.163E+02, 1.571E+02, 1.669E+02, 7.334E-02, 8.966E-02, 1.068E-01, 2.061E-01
 7.800E+02, 6.613E+02, 4.937E+02, 7.415E+02, 5.300E+02, 6.125E+02, 6.811E+02, 5.093E+02, 7.701E+02, 5.369E+02, 6.370E+02, 7.984E+01, 2.946E+01, 2.156E+01, 5.796E+01, 2.568E+01, 2.091E+01, 6.651E+02, 4.906E+02, 7.424E+02, 5.275E+02, 6.022E+02, 6.958E+02, 6.980E+02, 7.553E+02, 7.932E+02, 7.447E+02, 5.201E+02, 5.216E+02, 5.475E+02, 5.492E+02, 6.684E+02, 5.699E+02, 4.916E+02, 7.562E+02, 7.792E+02, 5.410E+02, 5.481E+02, 7.787E+02, 7.811E+02, 6.452E+02, 5.923E+02, 4.950E+02, 2.451E+02, 1.626E+02, 1.759E+02, 7.221E-02, 9.224E-02, 9.613E-02, 2.063E-01
 7.950E+02, 6.757E+02, 5.034E+02, 7.565E+02, 5.378E+02, 6.197E+02, 6.808E+02, 5.166E+02, 7.645E+02, 5.465E+02, 6.347E+02, 8.233E+01, 3.006E+01, 2.169E+01, 5.977E+01, 2.607E+01, 2.099E+01, 6.726E+02, 4.997E+02, 7.421E+02, 5.353E+02, 6.113E+02, 6.869E+02, 6.923E+02, 7.966E+02, 7.685E+02, 7.445E+02, 5.301E+02, 5.318E+02, 5.540E+02, 5.578E+02, 6.782E+02, 5.847E+02, 5.016E+02, 7.737E+02, 7.811E+02, 5.538E+02, 5.531E+02, 7.702E+02, 7.670E+02, 6.762E+02, 5.908E+02, 4.895E+02, 2.503E+02, 1.664E+02, 1.779E+02, 6.577E-02, 7.113E-02, 8.655E-02, 1.986E-01
 8.100E+02, 6.705E+02, 5.086E+02, 7.482E+02, 5.452E+02, 6.209E+02, 6.668E+02, 5.163E+02, 7.430E+02, 5.487E+02, 6.256E+02, 8.483E+01, 3.069E+01, 2.183E+01, 6.162E+01, 2.648E+01, 2.107E+01, 6.802E+02, 5.055E+02, 7.788E+02, 5.445E+02, 6.210E+02, 7.008E+02, 6.739E+02, 8.151E+02, 7.525E+02, 7.368E+02, 5.383E+02, 5.351E+02, 5.659E+02, 5.632E+02, 6.745E+02, 5.855E+02, 5.068E+02, 8.070E+02, 7.568E+02, 5.609E+02, 5.512E+02, 8.399E+02, 8.275E+02, 7.107E+02, 6.615E+02, 5.587E+02, 2.491E+02, 1.722E+02, 1.830E+02, 7.952E-02, 9.472E-02, 1.085E-01, 2.032E-01
 8.250E+02, 6.640E+02, 5.116E+02, 7.477E+02, 5.481E+02, 6.230E+02, 6.651E+02, 5.178E+02, 7.598E+02, 5.490E+02, 6.345E+02, 8.736E+01, 3.134E+01, 2.198E+01, 6.349E+01, 2.691E+01, 2.117E+01, 6.860E+02, 5.095E+02, 7.831E+02, 5.486E+02, 6.204E+02, 6.953E+02, 6.699E+02, 7.938E+02, 7.835E+02, 7.290E+02, 5.406E+02, 5.365E+02, 5.698E+02, 5.654E+02, 6.822E+02, 5.938E+02, 5.100E+02, 7.930E+02, 7.701E+02, 5.600E+02, 5.562E+02, 8.099E+02, 7.872E+02, 6.550E+02, 6.040E+02, 5.284E+02, 2.381E+02, 1.727E+02, 1.842E+02, 8.716E-02, 1.045E-01, 1.024E-01, 2.051E-01
 8.400E+02, 6.688E+02, 5.137E+02, 7.527E+02, 5.518E+02, 6.241E+02, 6.813E+02, 5.193E+02, 7.554E+02, 5.547E+02, 6.242E+02, 8.989E+01, 3.200E+01, 2.213E+01, 6.539E+01, 2.735E+01, 2.126E+01, 6.817E+02, 5.132E+02, 7.922E+02, 5.537E+02, 6.260E+02, 6.859E+02, 6.804E+02, 8.186E+02, 7.597E+02, 7.420E+02, 5.422E+02, 5.388E+02, 5.747E+02, 5.688E+02, 6.781E+02, 5.925E+02, 5.123E+02, 8.111E+02, 7.771E+02, 5.681E+02, 5.578E+02, 8.356E+02, 8.139E+02, 6.950E+02, 6.227E+02, 5.467E+02, 2.599E+02, 1.770E+02, 1.868E+02, 7.409E-02, 8.569E-02, 9.220E-02, 2.063E-01
 8.550E+02, 6.809E+02, 5.171E+02, 7.492E+02, 5.527E+02, 6.200E+02, 6.947E+02, 5.253E+02, 7.667E+02, 5.536E+02, 6.283E+02, 9.244E+01, 3.269E+01, 2.230E+01, 6.731E+01, 2.781E+01, 2.136E+01, 6.840E+02, 5.173E+02, 7.911E+02, 5.544E+02, 6.268E+02, 7.172E+02, 6.944E+02, 8.016E+02, 7.589E+02, 7.359E+02, 5.479E+02, 5.428E+02, 5.768E+02, 5.686E+02, 6.897E+02, 6.018E+02, 5.150E+02, 8.044E+02, 7.616E+02, 5.667E+02, 5.607E+02, 8.236E+02, 7.852E+02, 6.707E+02, 5.989E+02, 5.306E+02, 2.591E+02, 1.759E+02, 1.884E+02, 8.600E-02, 9.087E-02, 9.973E-02, 2.065E-01
 8.700E+02, 6.928E+02, 5.255E+02, 7.760E+02, 5.613E+02, 6.327E+02, 7.143E+02, 5.416E+02, 8.009E+02, 5.744E+02, 6.509E+02, 9.500E+01, 3.339E+01, 2.247E+01, 6.926E+01, 2.828E+01, 2.147E+01, 6.966E+02, 5.257E+02, 7.868E+02, 5.621E+02, 6.324E+02, 7.260E+02, 7.183E+02, 8.070E+02, 8.096E+02, 7.661E+02, 5.550E+02, 5.533E+02, 5.832E+02, 5.798E+02, 7.101E+02, 6.057E+02, 5.250E+02, 7.990E+02, 8.094E+02, 5.826E+02, 5.848E+02, 8.488E+02, 8.588E+02, 6.766E+02, 6.133E+02, 5.202E+02, 2.934E+02, 1.809E+02, 1.933E+02, 5.394E-02, 7.831E-02, 9.523E-02, 2.058E-01
 8.850E+02, 7.081E+02, 5.353E+02, 7.764E+02, 5.691E+02, 6.395E+02, 7.133E+02, 5.470E+02, 7.810E+02, 5.737E+02, 6.538E+02, 9.757E+01, 3.411E+01, 2.264E+01, 7.124E+01, 2.877E+01, 2.158E+01, 7.099E+02, 5.339E+02, 7.975E+02, 5.704E+02, 6.443E+02, 7.281E+02, 7.214E+02, 8.131E+02, 7.883E+02, 7.741E+02, 5.636E+02, 5.622E+02, 5.911E+02, 5.879E+02, 7.136E+02, 6.094E+02, 5.346E+02, 8.097E+02, 8.028E+02, 5.877E+02, 5.826E+02, 8.859E+02, 8.619E+02, 6.765E+02, 6.680E+02, 5.209E+02, 2.783E+02, 1.852E+02, 1.985E+02, 5.267E-02, 6.641E-02, 1.047E-01, 2.070E-01
 9.000E+02, 7.045E+02, 5.385E+02, 7.860E+02, 5.735E+02, 6.419E+02, 7.069E+02, 5.451E+02, 8.023E+02, 5.783E+02, 6.528E+02, 1.001E+02, 3.485E+01, 2.283E+01, 7.323E+01, 2.927E+01, 2.170E+01, 7.088E+02, 5.373E+02, 7.954E+02, 5.749E+02, 6.511E+02, 7.166E+02, 7.116E+02, 8.183E+02, 8.044E+02, 7.680E+02, 5.674E+02, 5.653E+02, 5.953E+02, 5.922E+02, 7.081E+02, 6.086E+02, 5.378E+02, 8.062E+02, 8.113E+02, 5.898E+02, 5.880E+02, 8.952E+02, 8.517E+02, 6.852E+02, 6.288E+02, 4.669E+02, 2.604E+02, 1.887E+02, 1.991E+02, 6.108E-02, 5.778E-02, 9.949E-02, 2.062E-01
 9.150E+02, 7.054E+02, 5.407E+02, 7.834E+02, 5.788E+02, 6.402E+02, 7.114E+02, 5.482E+02, 7.841E+02, 5.859E+02, 6.506E+02, 1.027E+02, 3.561E+01, 2.302E+01, 7.524E+01, 2.979E+01, 2.182E+01, 7.092E+02, 5.399E+02, 8.111E+02, 5.787E+02, 6.556E+02, 7.319E+02, 7.207E+02, 8.352E+02, 7.780E+02, 7.605E+02, 5.683E+02, 5.661E+02, 5.997E+02, 5.958E+02, 7.066E+02, 6.103E+02, 5.404E+02, 8.300E+02, 7.942E+02, 5.984E+02, 5.896E+02, 9.015E+02, 8.771E+02, 6.827E+02, 6.078E+02, 4.906E+02, 2.763E+02, 1.919E+02, 2.029E+02, 4.987E-02, 7.806E-02, 9.113E-02, 2.069E-01
 9.300E+02, 7.080E+02, 5.451E+02, 7.792E+02, 5.840E+02, 6.465E+02, 7.196E+02, 5.553E+02, 7.905E+02, 5.896E+02, 6.632E+02, 1.053E+02, 3.639E+01, 2.322E+01, 7.728E+01, 3.033E+01, 2.195E+01, 7.121E+02, 5.451E+02, 8.169E+02, 5.849E+02, 6.562E+02, 7.320E+02, 7.219E+02, 8.425E+02, 7.986E+02, 7.669E+02, 5.732E+02, 5.698E+02, 6.062E+02, 6.001E+02, 7.193E+02, 6.163E+02, 5.446E+02, 8.266E+02, 8.069E+02, 6.022E+02, 5.975E+02, 9.133E+02, 8.930E+02, 7.183E+02, 6.384E+02, 5.199E+02, 2.775E+02, 1.955E+02, 2.078E+02, 4.449E-02, 6.699E-02, 8.519E-02, 2.068E-01
 9.450E+02, 7.247E+02, 5.511E+02, 7.858E+02, 5.877E+02, 6.555E+02, 7.453E+02, 5.634E+02, 8.030E+02, 5.931E+02, 6.771E+02, 1.079E+02, 3.718E+01, 2.343E+01, 7.933E+01, 3.088E+01, 2.209E+01, 7.142E+02, 5.509E+02, 8.054E+02, 5.891E+02, 6.608E+02, 7.335E+02, 7.411E+02, 8.217E+02, 8.116E+02, 7.796E+02, 5.790E+02, 5.771E+02, 6.086E+02, 6.052E+02, 7.277E+02, 6.277E+02, 5.504E+02, 8.197E+02, 8.174E+02, 6.023E+02, 6.044E+02, 8.771E+02, 8.371E+02, 7.068E+02, 6.535E+02, 5.103E+02, 2.828E+02, 1.984E+02, 2.095E+02, 4.872E-02, 6.853E-02, 1.015E-01, 2.070E-01
 9.600E+02, 7.348E+02, 5.571E+02, 7.952E+02, 5.898E+02, 6.644E+02, 7.408E+02, 5.667E+02, 8.077E+02, 5.925E+02, 6.781E+02, 1.105E+02, 3.799E+01, 2.365E+01, 8.140E+01, 3.144E+01, 2.223E+01, 7.246E+02, 5.571E+02, 7.993E+02, 5.906E+02, 6.626E+02, 7.385E+02, 7.421E+02, 8.237E+02, 8.262E+02, 7.771E+02, 5.853E+02, 5.841E+02, 6.086E+02, 6.087E+02, 7.294E+02, 6.296E+02, 5.565E+02, 8.120E+02, 8.292E+02, 6.020E+02, 6.044E+02, 8.864E+02, 8.532E+02, 7.156E+02, 6.301E+02, 5.399E+02, 2.637E+02, 1.969E+02, 2.085E+02, 2.332E-02, 4.760E-02, 7.514E-02, 2.062E-01
 9.750E+02, 7.361E+02, 5.603E+02, 8.064E+02, 5.946E+02, 6.695E+02, 7.454E+02, 5.699E+02, 8.211E+02, 6.042E+02, 6.823E+02, 1.131E+02, 3.881E+01, 2.387E+01, 8.349E+01, 3.202E+01, 2.237E+01, 7.244E+02, 5.606E+02, 8.039E+02, 5.945E+02, 6.668E+02, 7.372E+02, 7.388E+02, 8.375E+02, 8.398E+02, 7.903E+02, 5.892E+02, 5.875E+02, 6.126E+02, 6.139E+02, 7.234E+02, 6.230E+02, 5.597E+02, 8.248E+02, 8.358E+02, 6.113E+02, 6.126E+02, 9.254E+02, 9.293E+02, 7.837E+02, 6.619E+02, 5.262E+02, 2.781E+02, 2.005E+02, 2.102E+02, 3.542E-02, 4.702E-02, 8.302E-02, 2.061E-01
 9.900E+02, 7.327E+02, 5.640E+02, 8.162E+02, 6.009E+02, 6.717E+02, 7.363E+02, 5.730E+02, 8.269E+02, 6.065E+02, 6.799E+02, 1.157E+02, 3.966E+01, 2.411E+01, 8.559E+01, 3.262E+01, 2.253E+01, 7.369E+02, 5.657E+02, 8.111E+02, 6.010E+02, 6.710E+02, 7.432E+02, 7.447E+02, 8.211E+02, 8.328E+02, 7.932E+02, 5.947E+02, 5.906E+02, 6.191E+02, 6.198E+02, 7.240E+02, 6.298E+02, 5.636E+02, 8.240E+02, 8.371E+02, 6.173E+02, 6.153E+02, 9.786E+02, 9.482E+02, 7.150E+02, 6.270E+02, 5.272E+02, 2.790E+02, 2.053E+02, 2.164E+02, 2.221E-02, 6.412E-02, 7.289E-02, 2.067E-01
