s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m,C,m,C,m,C,m,C,m,C,m,C,m,C,m,C
 4.200E+02, 6.122E+01, 6.308E+01, 6.774E+01, 8.214E+01, 2.038E+02, 2.748E+02, 2.847E+02, 2.850E+02, 2.813E+02, 3.012E+01, 3.070E+01, 3.199E+01, 6.972E+01, 1.640E+02, 2.476E+02, 2.718E+01, 2.741E+01, 2.952E+01, 3.430E+01, 5.062E+01, 6.712E+01, 8.920E+01, 1.100E+02, 1.174E+02, 7.054E+01, 2.610E+01, 2.638E+01, 2.828E+01, 3.412E+01, 4.872E+01, 7.108E+01, 9.338E+01, 1.158E+02, 1.200E+02, 5.435E+01, 2.444E+01, 2.499E+01, 2.832E+01, 3.310E+01, 5.896E+01, 8.490E+01, 9.549E+01, 9.957E+01, 9.989E+01, 4.586E+01, 2.237E+01, 2.266E+01, 2.349E+01, 2.637E+01, 4.512E+01, 7.600E+01, 9.524E+01, 9.766E+01, 2.442E+01, 2.635E+01, 3.235E+01, 3.876E+01, 5.057E+01, 5.794E+01, 6.922E+01, 7.653E+01, 2.430E+01, 2.605E+01, 4.330E+01, 5.025E+01, 5.645E+01, 5.931E+01, 6.151E+01, 6.266E+01, 6.274E+01, 3.082E+01, 1.059E+00, 2.533E+02, 8.795E-01, 2.206E+02, 1.247E+00, 9.033E+01, 1.204E+00, 9.021E+01, 9.850E-01, 8.486E+01, 1.295E+00, 8.250E+01, 1.018E+00, 6.550E+01, 8.550E-01, 5.803E+01
 4.350E+02, 6.179E+01, 6.385E+01, 6.732E+01, 8.280E+01, 2.082E+02, 2.723E+02, 2.821E+02, 2.819E+02, 2.793E+02, 3.009E+01, 3.073E+01, 3.228E+01, 7.338E+01, 1.667E+02, 2.445E+02, 2.727E+01, 2.750E+01, 2.975E+01, 3.461E+01, 5.132E+01, 6.921E+01, 9.149E+01, 1.101E+02, 1.181E+02, 7.133E+01, 2.616E+01, 2.652E+01, 2.830E+01, 3.455E+01, 4.893E+01, 7.293E+01, 9.376E+01, 1.161E+02, 1.199E+02, 5.491E+01, 2.461E+01, 2.547E+01, 2.782E+01, 3.395E+01, 5.948E+01, 8.553E+01, 9.625E+01, 9.934E+01, 9.929E+01, 4.628E+01, 2.249E+01, 2.303E+01, 2.450E+01, 2.836E+01, 4.743E+01, 7.714E+01, 9.604E+01, 9.794E+01, 2.468E+01, 2.672E+01, 3.355E+01, 3.916E+01, 5.034E+01, 5.877E+01, 6.985E+01, 7.703E+01, 2.437E+01, 2.635E+01, 4.346E+01, 5.026E+01, 5.649E+01, 5.976E+01, 6.159E+01, 6.258E+01, 6.288E+01, 3.108E+01, 1.038E+00, 2.503E+02, 8.636E-01, 2.218E+02, 1.234E+00, 9.146E+01, 1.190E+00, 8.999E+01, 1.002E+00, 8.549E+01, 1.272E+00, 8.212E+01, 1.008E+00, 6.579E+01, 8.258E-01, 5.810E+01
 4.500E+02, 6.144E+01, 6.435E+01, 6.794E+01, 8.174E+01, 2.084E+02, 2.756E+02, 2.842E+02, 2.846E+02, 2.825E+02, 3.020E+01, 3.097E+01, 3.239E+01, 6.694E+01, 1.647E+02, 2.468E+02, 2.730E+01, 2.766E+01, 2.998E+01, 3.437E+01, 5.227E+01, 6.987E+01, 9.040E+01, 1.120E+02, 1.194E+02, 7.193E+01, 2.645E+01, 2.690E+01, 2.834E+01, 3.496E+01, 4.925E+01, 7.276E+01, 9.425E+01, 1.163E+02, 1.209E+02, 5.558E+01, 2.504E+01, 2.543E+01, 2.736E+01, 3.634E+01, 5.898E+01, 8.696E+01, 9.692E+01, 1.001E+02, 9.992E+01, 4.676E+01, 2.244E+01, 2.310E+01, 2.466E+01, 2.836E+01, 4.567E+01, 7.662E+01, 9.737E+01, 9.867E+01, 2.455E+01, 2.653E+01, 3.292E+01, 3.774E+01, 4.972E+01, 6.020E+01, 7.113E+01, 7.669E+01, 2.432E+01, 2.661E+01, 4.566E+01, 5.273E+01, 5.772E+01, 6.027E+01, 6.164E+01, 6.241E+01, 6.263E+01, 3.134E+01, 1.036E+00, 2.517E+02, 8.722E-01, 2.220E+02, 1.241E+00, 9.172E+01, 1.197E+00, 9.094E+01, 9.937E-01, 8.557E+01, 1.275E+00, 8.191E+01, 1.012E+00, 6.657E+01, 8.348E-01, 5.849E+01
 4.650E+02, 6.225E+01, 6.390E+01, 6.876E+01, 8.334E+01, 2.121E+02, 2.757E+02, 2.852E+02, 2.868E+02, 2.841E+02, 3.044E+01, 3.149E+01, 3.258E+01, 6.838E+01, 1.622E+02, 2.469E+02, 2.768E+01, 2.780E+01, 3.027E+01, 3.424E+01, 5.200E+01, 6.849E+01, 9.264E+01, 1.132E+02, 1.213E+02, 7.274E+01, 2.661E+01, 2.691E+01, 2.824E+01, 3.498E+01, 4.961E+01, 7.263E+01, 9.504E+01, 1.171E+02, 1.210E+02, 5.611E+01, 2.486E+01, 2.601E+01, 2.826E+01, 3.459E+01, 5.795E+01, 8.458E+01, 9.740E+01, 1.003E+02, 1.004E+02, 4.726E+01, 2.239E+01, 2.284E+01, 2.414E+01, 2.800E+01, 4.601E+01, 7.644E+01, 9.716E+01, 9.935E+01, 2.481E+01, 2.656E+01, 3.345E+01, 3.971E+01, 5.070E+01, 5.966E+01, 7.149E+01, 7.712E+01, 2.448E+01, 2.649E+01, 4.601E+01, 5.335E+01, 5.802E+01, 6.063E+01, 6.204E+01, 6.315E+01, 6.325E+01, 3.154E+01, 1.044E+00, 2.530E+02, 8.722E-01, 2.235E+02, 1.255E+00, 9.313E+01, 1.192E+00, 9.088E+01, 1.007E+00, 8.557E+01, 1.282E+00, 8.450E+01, 1.012E+00, 6.667E+01, 8.460E-01, 5.917E+01
 4.800E+02, 6.325E+01, 6.539E+01, 6.952E+01, 8.588E+01, 2.093E+02, 2.776E+02, 2.869E+02, 2.874E+02, 2.836E+02, 3.055E+01, 3.139E+01, 3.249E+01, 6.834E+01, 1.631E+02, 2.475E+02, 2.783E+01, 2.794E+01, 3.022E+01, 3.466E+01, 5.224E+01, 6.948E+01, 9.091E+01, 1.130E+02, 1.205E+02, 7.320E+01, 2.651E+01, 2.687E+01, 2.869E+01, 3.495E+01, 4.943E+01, 7.343E+01, 9.539E+01, 1.177E+02, 1.215E+02, 5.664E+01, 2.468E+01, 2.528E+01, 2.743E+01, 3.601E+01, 5.876E+01, 8.673E+01, 9.787E+01, 1.008E+02, 1.010E+02, 4.769E+01, 2.239E+01, 2.284E+01, 2.398E+01, 2.705E+01, 4.752E+01, 7.829E+01, 9.671E+01, 9.798E+01, 2.476E+01, 2.674E+01, 3.316E+01, 3.921E+01, 5.095E+01, 6.006E+01, 7.218E+01, 7.767E+01, 2.451E+01, 2.629E+01, 4.508E+01, 5.180E+01, 5.842E+01, 6.095E+01, 6.262E+01, 6.384E+01, 6.393E+01, 3.176E+01, 1.035E+00, 2.536E+02, 8.653E-01, 2.239E+02, 1.245E+00, 9.224E+01, 1.203E+00, 9.194E+01, 1.006E+00, 8.561E+01, 1.285E+00, 8.356E+01, 1.016E+00, 6.706E+01, 8.524E-01, 5.914E+01
 4.950E+02, 6.369E+01, 6.472E+01, 7.003E+01, 8.803E+01, 2.114E+02, 2.778E+02, 2.876E+02, 2.874E+02, 2.835E+02, 3.054E+01, 3.143E+01, 3.262E+01, 6.804E+01, 1.647E+02, 2.479E+02, 2.773E+01, 2.794E+01, 3.051E+01, 3.503E+01, 5.269E+01, 7.146E+01, 9.313E+01, 1.128E+02, 1.202E+02, 7.405E+01, 2.669E+01, 2.713E+01, 2.889E+01, 3.517E+01, 4.947E+01, 7.308E+01, 9.625E+01, 1.182E+02, 1.221E+02, 5.722E+01, 2.463E+01, 2.511E+01, 2.830E+01, 3.507E+01, 5.830E+01, 8.555E+01, 9.745E+01, 1.020E+02, 1.025E+02, 4.821E+01, 2.246E+01, 2.278E+01, 2.369E+01, 2.682E+01, 4.414E+01, 7.906E+01, 9.730E+01, 9.897E+01, 2.488E+01, 2.688E+01, 3.341E+01, 3.910E+01, 5.170E+01, 5.990E+01, 7.194E+01, 7.802E+01, 2.463E+01, 2.648E+01, 4.486E+01, 5.173E+01, 5.763E+01, 6.095E+01, 6.280E+01, 6.415E+01, 6.420E+01, 3.200E+01, 1.051E+00, 2.555E+02, 8.646E-01, 2.227E+02, 1.238E+00, 9.292E+01, 1.198E+00, 9.189E+01, 9.990E-01, 8.726E+01, 1.320E+00, 8.462E+01, 1.008E+00, 6.730E+01, 8.483E-01, 5.950E+01
 5.100E+02, 6.412E+01, 6.575E+01, 6.972E+01, 8.515E+01, 2.029E+02, 2.785E+02, 2.900E+02, 2.897E+02, 2.869E+02, 3.091E+01, 3.140E+01, 3.292E+01, 7.008E+01, 1.647E+02, 2.485E+02, 2.785E+01, 2.802E+01, 3.070E+01, 3.548E+01, 5.287E+01, 7.196E+01, 9.169E+01, 1.134E+02, 1.193E+02, 7.436E+01, 2.683E+01, 2.710E+01, 2.918E+01, 3.528E+01, 5.017E+01, 7.286E+01, 9.564E+01, 1.175E+02, 1.221E+02, 5.775E+01, 2.481E+01, 2.540E+01, 2.751E+01, 3.499E+01, 6.009E+01, 8.919E+01, 9.907E+01, 1.026E+02, 1.022E+02, 4.856E+01, 2.239E+01, 2.263E+01, 2.373E+01, 2.847E+01, 4.360E+01, 8.160E+01, 9.914E+01, 9.918E+01, 2.486E+01, 2.678E+01, 3.338E+01, 3.874E+01, 5.117E+01, 6.039E+01, 7.238E+01, 7.882E+01, 2.474E+01, 2.691E+01, 4.435E+01, 5.176E+01, 5.746E+01, 6.132E+01, 6.333E+01, 6.433E+01, 6.463E+01, 3.223E+01, 1.073E+00, 2.571E+02, 8.719E-01, 2.251E+02, 1.230E+00, 9.231E+01, 1.196E+00, 9.181E+01, 9.937E-01, 8.697E+01, 1.285E+00, 8.449E+01, 1.014E+00, 6.714E+01, 8.598E-01, 5.972E+01
 5.250E+02, 6.530E+01, 6.725E+01, 7.036E+01, 8.618E+01, 2.081E+02, 2.777E+02, 2.877E+02, 2.883E+02, 2.851E+02, 3.084E+01, 3.158E+01, 3.348E+01, 6.988E+01, 1.667E+02, 2.479E+02, 2.800E+01, 2.820E+01, 3.085E+01, 3.608E+01, 5.260E+01, 7.147E+01, 9.201E+01, 1.131E+02, 1.215E+02, 7.493E+01, 2.650E+01, 2.713E+01, 2.897E+01, 3.535E+01, 5.068E+01, 7.402E+01, 9.577E+01, 1.185E+02, 1.221E+02, 5.815E+01, 2.481E+01, 2.548E+01, 2.954E+01, 3.357E+01, 6.134E+01, 8.826E+01, 9.863E+01, 1.023E+02, 1.017E+02, 4.889E+01, 2.250E+01, 2.285E+01, 2.406E+01, 2.807E+01, 4.544E+01, 7.923E+01, 9.919E+01, 1.005E+02, 2.516E+01, 2.684E+01, 3.395E+01, 3.968E+01, 5.205E+01, 6.092E+01, 7.492E+01, 8.135E+01, 2.479E+01, 2.650E+01, 4.482E+01, 5.250E+01, 5.811E+01, 6.143E+01, 6.345E+01, 6.463E+01, 6.492E+01, 3.248E+01, 1.037E+00, 2.526E+02, 8.602E-01, 2.236E+02, 1.241E+00, 9.345E+01, 1.180E+00, 9.176E+01, 1.004E+00, 8.708E+01, 1.315E+00, 8.571E+01, 1.010E+00, 6.843E+01, 8.564E-01, 6.037E+01
 5.400E+02, 6.471E+01, 6.696E+01, 7.079E+01, 8.417E+01, 2.104E+02, 2.780E+02, 2.858E+02, 2.866E+02, 2.835E+02, 3.059E+01, 3.170E+01, 3.348E+01, 7.435E+01, 1.662E+02, 2.488E+02, 2.783E+01, 2.807E+01, 3.075E+01, 3.499E+01, 5.253E+01, 7.136E+01, 9.206E+01, 1.129E+02, 1.204E+02, 7.539E+01, 2.672E+01, 2.721E+01, 2.915E+01, 3.550E+01, 5.035E+01, 7.443E+01, 9.700E+01, 1.192E+02, 1.232E+02, 5.870E+01, 2.512E+01, 2.578E+01, 2.909E+01, 3.452E+01, 6.055E+01, 8.969E+01, 9.948E+01, 1.025E+02, 1.018E+02, 4.929E+01, 2.240E+01, 2.266E+01, 2.427E+01, 2.842E+01, 4.902E+01, 8.050E+01, 9.903E+01, 1.003E+02, 2.512E+01, 2.703E+01, 3.422E+01, 4.010E+01, 5.278E+01, 6.070E+01, 7.332E+01, 8.117E+01, 2.473E+01, 2.649E+01, 4.692E+01, 5.359E+01, 5.861E+01, 6.203E+01, 6.394E+01, 6.493E+01, 6.501E+01, 3.273E+01, 1.057E+00, 2.559E+02, 8.553E-01, 2.229E+02, 1.234E+00, 9.228E+01, 1.187E+00, 9.247E+01, 1.002E+00, 8.784E+01, 1.265E+00, 8.564E+01, 1.019E+00, 6.882E+01, 8.553E-01, 6.067E+01
 5.550E+02, 6.458E+01, 6.691E+01, 7.140E+01, 8.456E+01, 2.112E+02, 2.781E+02, 2.859E+02, 2.863E+02, 2.834E+02, 3.080E+01, 3.185E+01, 3.315E+01, 7.449E+01, 1.626E+02, 2.498E+02, 2.811E+01, 2.820E+01, 3.107E+01, 3.572E+01, 5.334E+01, 7.112E+01, 9.357E+01, 1.142E+02, 1.220E+02, 7.639E+01, 2.694E+01, 2.733E+01, 2.928E+01, 3.530E+01, 5.075E+01, 7.486E+01, 9.658E+01, 1.190E+02, 1.226E+02, 5.902E+01, 2.451E+01, 2.512E+01, 2.798E+01, 3.565E+01, 5.983E+01, 8.946E+01, 9.997E+01, 1.032E+02, 1.026E+02, 4.968E+01, 2.241E+01, 2.273E+01, 2.381E+01, 2.713E+01, 4.737E+01, 7.986E+01, 9.978E+01, 1.010E+02, 2.509E+01, 2.715E+01, 3.587E+01, 4.056E+01, 5.259E+01, 6.134E+01, 7.379E+01, 7.947E+01, 2.483E+01, 2.647E+01, 4.799E+01, 5.431E+01, 5.942E+01, 6.249E+01, 6.414E+01, 6.516E+01, 6.526E+01, 3.299E+01, 1.040E+00, 2.539E+02, 8.516E-01, 2.252E+02, 1.239E+00, 9.447E+01, 1.192E+00, 9.272E+01, 9.900E-01, 8.821E+01, 1.291E+00, 8.502E+01, 1.001E+00, 6.806E+01, 8.454E-01, 6.060E+01
 5.700E+02, 6.527E+01, 6.743E+01, 7.186E+01, 8.732E+01, 2.137E+02, 2.765E+02, 2.856E+02, 2.870E+02, 2.841E+02, 3.104E+01, 3.202E+01, 3.344E+01, 7.799E+01, 1.647E+02, 2.510E+02, 2.823E+01, 2.832E+01, 3.104E+01, 3.650E+01, 5.384E+01, 7.221E+01, 9.380E+01, 1.136E+02, 1.214E+02, 7.699E+01, 2.699E+01, 2.733E+01, 2.958E+01, 3.595E+01, 5.100E+01, 7.542E+01, 9.729E+01, 1.195E+02, 1.231E+02, 5.952E+01, 2.476E+01, 2.509E+01, 2.788E+01, 3.647E+01, 6.222E+01, 8.819E+01, 9.955E+01, 1.030E+02, 1.031E+02, 5.004E+01, 2.246E+01, 2.286E+01, 2.432E+01, 2.810E+01, 4.668E+01, 7.937E+01, 9.919E+01, 1.022E+02, 2.515E+01, 2.719E+01, 3.481E+01, 4.025E+01, 5.253E+01, 6.145E+01, 7.602E+01, 8.068E+01, 2.497E+01, 2.657E+01, 4.665E+01, 5.369E+01, 5.927E+01, 6.278E+01, 6.457E+01, 6.560E+01, 6.564E+01, 3.315E+01, 1.049E+00, 2.558E+02, 8.635E-01, 2.249E+02, 1.228E+00, 9.442E+01, 1.179E+00, 9.297E+01, 1.014E+00, 8.935E+01, 1.288E+00, 8.602E+01, 1.008E+00, 6.919E+01, 8.386E-01, 6.092E+01
 5.850E+02, 6.599E+01, 6.801E+01, 7.215E+01, 8.364E+01, 2.092E+02, 2.787E+02, 2.873E+02, 2.875E+02, 2.834E+02, 3.100E+01, 3.171E+01, 3.331E+01, 7.364E+01, 1.653E+02, 2.506E+02, 2.819E+01, 2.825E+01, 3.092E+01, 3.617E+01, 5.395E+01, 7.243E+01, 9.604E+01, 1.130E+02, 1.219E+02, 7.748E+01, 2.697E+01, 2.725E+01, 2.959E+01, 3.606E+01, 5.126E+01, 7.546E+01, 9.738E+01, 1.191E+02, 1.230E+02, 5.985E+01, 2.498E+01, 2.574E+01, 2.829E+01, 3.527E+01, 6.123E+01, 8.871E+01, 9.997E+01, 1.036E+02, 1.039E+02, 5.053E+01, 2.248E+01, 2.288E+01, 2.421E+01, 2.783E+01, 4.669E+01, 8.268E+01, 9.967E+01, 1.012E+02, 2.523E+01, 2.750E+01, 3.520E+01, 4.095E+01, 5.352E+01, 6.175E+01, 7.410E+01, 8.101E+01, 2.501E+01, 2.702E+01, 4.700E+01, 5.355E+01, 5.962E+01, 6.281E+01, 6.458E+01, 6.578E+01, 6.561E+01, 3.341E+01, 1.053E+00, 2.552E+02, 8.605E-01, 2.256E+02, 1.236E+00, 9.490E+01, 1.186E+00, 9.304E+01, 9.856E-01, 8.742E+01, 1.266E+00, 8.578E+01, 1.009E+00, 6.958E+01, 8.422E-01, 6.143E+01
 6.000E+02, 6.589E+01, 6.830E+01, 7.242E+01, 8.484E+01, 2.068E+02, 2.812E+02, 2.925E+02, 2.925E+02, 2.888E+02, 3.141E+01, 3.245E+01, 3.413E+01, 7.714E+01, 1.675E+02, 2.509E+02, 2.830E+01, 2.849E+01, 3.087E+01, 3.565E+01, 5.420E+01, 7.305E+01, 9.432E+01, 1.147E+02, 1.228E+02, 7.829E+01, 2.714E+01, 2.754E+01, 2.976E+01, 3.609E+01, 5.147E+01, 7.632E+01, 9.783E+01, 1.191E+02, 1.218E+02, 6.006E+01, 2.493E+01, 2.530E+01, 2.843E+01, 3.497E+01, 6.196E+01, 8.933E+01, 1.004E+02, 1.045E+02, 1.044E+02, 5.090E+01, 2.241E+01, 2.284E+01, 2.426E+01, 2.796E+01, 4.708E+01, 8.135E+01, 9.955E+01, 1.017E+02, 2.522E+01, 2.702E+01, 3.436E+01, 4.082E+01, 5.384E+01, 6.187E+01, 7.466E+01, 8.145E+01, 2.505E+01, 2.701E+01, 4.693E+01, 5.294E+01, 5.947E+01, 6.311E+01, 6.516E+01, 6.623E+01, 6.642E+01, 3.366E+01, 1.054E+00, 2.585E+02, 8.586E-01, 2.269E+02, 1.234E+00, 9.488E+01, 1.177E+00, 9.319E+01, 1.004E+00, 8.922E+01, 1.294E+00, 8.613E+01, 1.000E+00, 6.900E+01, 8.501E-01, 6.157E+01
 6.150E+02, 6.642E+01, 6.901E+01, 7.377E+01, 8.766E+01, 2.076E+02, 2.842E+02, 2.921E+02, 2.914E+02, 2.878E+02, 3.173E+01, 3.272E+01, 3.447E+01, 7.132E+01, 1.651E+02, 2.514E+02, 2.847E+01, 2.870E+01, 3.108E+01, 3.520E+01, 5.456E+01, 7.272E+01, 9.436E+01, 1.146E+02, 1.233E+02, 7.840E+01, 2.704E+01, 2.750E+01, 2.982E+01, 3.625E+01, 5.169E+01, 7.543E+01, 9.735E+01, 1.211E+02, 1.241E+02, 6.058E+01, 2.504E+01, 2.552E+01, 2.929E+01, 3.495E+01, 6.048E+01, 8.849E+01, 1.009E+02, 1.046E+02, 1.049E+02, 5.129E+01, 2.246E+01, 2.285E+01, 2.431E+01, 2.787E+01, 4.819E+01, 8.172E+01, 1.006E+02, 1.020E+02, 2.551E+01, 2.739E+01, 3.510E+01, 4.080E+01, 5.251E+01, 6.255E+01, 7.542E+01, 7.963E+01, 2.504E+01, 2.675E+01, 4.691E+01, 5.391E+01, 5.979E+01, 6.348E+01, 6.553E+01, 6.653E+01, 6.655E+01, 3.380E+01, 1.048E+00, 2.592E+02, 8.568E-01, 2.296E+02, 1.244E+00, 9.511E+01, 1.177E+00, 9.310E+01, 1.000E+00, 8.889E+01, 1.296E+00, 8.579E+01, 1.004E+00, 6.947E+01, 8.537E-01, 6.181E+01
 6.300E+02, 6.720E+01, 6.903E+01, 7.398E+01, 8.495E+01, 2.103E+02, 2.842E+02, 2.948E+02, 2.938E+02, 2.909E+02, 3.157E+01, 3.218E+01, 3.370E+01, 7.299E+01, 1.712E+02, 2.530E+02, 2.848E+01, 2.863E+01, 3.097E+01, 3.565E+01, 5.440E+01, 7.282E+01, 9.779E+01, 1.152E+02, 1.234E+02, 7.896E+01, 2.718E+01, 2.748E+01, 3.011E+01, 3.675E+01, 5.245E+01, 7.588E+01, 9.753E+01, 1.206E+02, 1.237E+02, 6.090E+01, 2.503E+01, 2.574E+01, 2.973E+01, 3.661E+01, 5.959E+01, 8.966E+01, 1.011E+02, 1.052E+02, 1.057E+02, 5.170E+01, 2.256E+01, 2.305E+01, 2.462E+01, 2.761E+01, 4.820E+01, 8.295E+01, 1.017E+02, 1.018E+02, 2.554E+01, 2.764E+01, 3.538E+01, 4.064E+01, 5.410E+01, 6.271E+01, 7.523E+01, 8.115E+01, 2.501E+01, 2.687E+01, 4.637E+01, 5.221E+01, 5.950E+01, 6.321E+01, 6.525E+01, 6.649E+01, 6.649E+01, 3.402E+01, 1.059E+00, 2.608E+02, 8.589E-01, 2.282E+02, 1.238E+00, 9.564E+01, 1.172E+00, 9.314E+01, 9.799E-01, 8.766E+01, 1.285E+00, 8.681E+01, 9.927E-01, 6.947E+01, 8.520E-01, 6.220E+01
 6.450E+02, 6.777E+01, 7.027E+01, 7.357E+01, 8.570E+01, 2.120E+02, 2.808E+02, 2.902E+02, 2.925E+02, 2.891E+02, 3.186E+01, 3.223E+01, 3.405E+01, 7.543E+01, 1.684E+02, 2.524E+02, 2.859E+01, 2.876E+01, 3.091E+01, 3.570E+01, 5.484E+01, 7.294E+01, 9.356E+01, 1.139E+02, 1.226E+02, 7.932E+01, 2.730E+01, 2.765E+01, 2.975E+01, 3.651E+01, 5.244E+01, 7.705E+01, 9.736E+01, 1.215E+02, 1.259E+02, 6.152E+01, 2.522E+01, 2.591E+01, 3.033E+01, 3.664E+01, 6.368E+01, 9.097E+01, 1.014E+02, 1.054E+02, 1.060E+02, 5.209E+01, 2.245E+01, 2.313E+01, 2.523E+01, 2.838E+01, 4.523E+01, 8.191E+01, 1.012E+02, 1.026E+02, 2.566E+01, 2.798E+01, 3.527E+01, 4.166E+01, 5.416E+01, 6.297E+01, 7.439E+01, 8.123E+01, 2.520E+01, 2.721E+01, 4.653E+01, 5.302E+01, 6.061E+01, 6.378E+01, 6.569E+01, 6.731E+01, 6.720E+01, 3.418E+01, 1.054E+00, 2.580E+02, 8.523E-01, 2.268E+02, 1.242E+00, 9.525E+01, 1.182E+00, 9.447E+01, 9.677E-01, 8.940E+01, 1.295E+00, 8.688E+01, 9.946E-01, 6.964E+01, 8.519E-01, 6.210E+01
 6.600E+02, 6.772E+01, 7.088E+01, 7.520E+01, 8.903E+01, 2.163E+02, 2.825E+02, 2.905E+02, 2.920E+02, 2.894E+02, 3.185E+01, 3.282E+01, 3.426E+01, 7.600E+01, 1.676E+02, 2.531E+02, 2.882E+01, 2.895E+01, 3.095E+01, 3.581E+01, 5.548E+01, 7.351E+01, 9.534E+01, 1.151E+02, 1.239E+02, 8.008E+01, 2.753E+01, 2.806E+01, 2.994E+01, 3.715E+01, 5.228E+01, 7.753E+01, 9.877E+01, 1.221E+02, 1.252E+02, 6.183E+01, 2.530E+01, 2.585E+01, 2.906E+01, 3.410E+01, 6.595E+01, 9.245E+01, 1.018E+02, 1.056E+02, 1.058E+02, 5.240E+01, 2.246E+01, 2.294E+01, 2.482E+01, 2.853E+01, 4.550E+01, 8.547E+01, 1.016E+02, 1.025E+02, 2.581E+01, 2.813E+01, 3.533E+01, 4.121E+01, 5.519E+01, 6.298E+01, 7.475E+01, 8.022E+01, 2.529E+01, 2.726E+01, 4.796E+01, 5.409E+01, 6.115E+01, 6.412E+01, 6.578E+01, 6.701E+01, 6.722E+01, 3.443E+01, 1.035E+00, 2.567E+02, 8.496E-01, 2.271E+02, 1.243E+00, 9.679E+01, 1.173E+00, 9.450E+01, 9.682E-01, 9.057E+01, 1.279E+00, 8.768E+01, 9.865E-01, 7.010E+01, 8.326E-01, 6.214E+01
 6.750E+02, 6.815E+01, 6.983E+01, 7.368E+01, 8.679E+01, 2.101E+02, 2.814E+02, 2.917E+02, 2.912E+02, 2.880E+02, 3.195E+01, 3.282E+01, 3.427E+01, 7.654E+01, 1.688E+02, 2.517E+02, 2.906E+01, 2.912E+01, 3.145E+01, 3.598E+01, 5.528E+01, 7.422E+01, 9.697E+01, 1.162E+02, 1.239E+02, 8.044E+01, 2.767E+01, 2.807E+01, 3.026E+01, 3.711E+01, 5.221E+01, 7.806E+01, 9.945E+01, 1.224E+02, 1.261E+02, 6.233E+01, 2.517E+01, 2.592E+01, 2.972E+01, 3.534E+01, 6.508E+01, 9.088E+01, 1.023E+02, 1.063E+02, 1.065E+02, 5.273E+01, 2.247E+01, 2.280E+01, 2.417E+01, 2.806E+01, 4.778E+01, 8.300E+01, 1.023E+02, 1.028E+02, 2.575E+01, 2.794E+01, 3.507E+01, 4.073E+01, 5.481E+01, 6.354E+01, 7.496E+01, 8.019E+01, 2.537E+01, 2.735E+01, 4.694E+01, 5.463E+01, 6.056E+01, 6.436E+01, 6.628E+01, 6.749E+01, 6.760E+01, 3.463E+01, 1.069E+00, 2.607E+02, 8.514E-01, 2.277E+02, 1.253E+00, 9.731E+01, 1.185E+00, 9.547E+01, 9.654E-01, 9.087E+01, 1.276E+00, 8.806E+01, 9.991E-01, 7.002E+01, 8.507E-01, 6.248E+01
 6.900E+02, 6.917E+01, 7.024E+01, 7.367E+01, 8.805E+01, 2.166E+02, 2.805E+02, 2.896E+02, 2.905E+02, 2.877E+02, 3.202E+01, 3.284E+01, 3.442E+01, 7.023E+01, 1.649E+02, 2.537E+02, 2.911E+01, 2.908E+01, 3.198E+01, 3.636E+01, 5.523E+01, 7.361E+01, 9.767E+01, 1.169E+02, 1.246E+02, 8.086E+01, 2.737E+01, 2.772E+01, 3.005E+01, 3.685E+01, 5.250E+01, 7.805E+01, 9.968E+01, 1.223E+02, 1.262E+02, 6.268E+01, 2.511E+01, 2.586E+01, 2.973E+01, 3.699E+01, 6.272E+01, 8.900E+01, 1.026E+02, 1.061E+02, 1.060E+02, 5.301E+01, 2.250E+01, 2.297E+01, 2.419E+01, 2.793E+01, 4.843E+01, 8.228E+01, 1.018E+02, 1.035E+02, 2.582E+01, 2.775E+01, 3.450E+01, 4.028E+01, 5.435E+01, 6.346E+01, 7.829E+01, 8.324E+01, 2.544E+01, 2.734E+01, 4.609E+01, 5.372E+01, 6.079E+01, 6.416E+01, 6.601E+01, 6.733E+01, 6.762E+01, 3.485E+01, 1.063E+00, 2.609E+02, 8.402E-01, 2.253E+02, 1.230E+00, 9.637E+01, 1.179E+00, 9.501E+01, 9.702E-01, 8.916E+01, 1.281E+00, 8.740E+01, 1.011E+00, 7.187E+01, 8.326E-01, 6.227E+01
